ClustID	SigLvl	Count	MFE	AvgDist	Members
37	**	3	-	0.00	QRF00468_AF207770.1,QRF00468_EF608818.1,QRF00468_EU081476.1
38	**	9	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1,QRF00019_AANG01569872.1,QRF00019_ABBA01033605.1,QRF00019_ABGA01349033.1
39	**	3	-	0.00	QRF01831_AESB01000040.1,QRF01831_AESC01000002.1,QRF01831_CP002410.1
41	**	13	-	0.00	QRF00557_ACHE01000022.1,QRF00557_ACJC01000073.1,QRF00557_ADEY01000013.1,QRF00557_ADMU01000052.1,QRF00557_AE015929.1,QRF00557_AFED01000026.1,QRF00557_AFEH01000043.1,QRF00557_AFEI01000009.1,QRF00557_AFTY01000044.1,QRF00557_AFTZ01000016.1,QRF00557_AFUA01000035.1,QRF00557_AGGR01000511.1,QRF00557_AGHV01000123.1
55	**	4	-	0.00	QRF00379_ACMY01000026.1,QRF00379_AP007209.1,QRF00379_CP000227.1,QRF00379_CP001177.1
435	**	5	-	0.00	QRF00645_AF069716.1,QRF00645_AFNA01019881.1,QRF00645_AFNB01018438.1,QRF00645_AFNC01022736.1,QRF00645_AL392145.1
69	no	2	-	0.00	QRF00003_AAHY01147030.1,QRF00003_AC093350.15
73	**	5	-	0.00	QRF01852_ABQO010153027.1,QRF01852_ABQO010153028.1,QRF01852_EF368046.1,QRF01852_EF368047.1,QRF01852_EF368048.1
82	**	19	-	0.00	QRF00011_ACHK01000105.1,QRF00011_ACIX01000012.1,QRF00011_ACOC01000019.1,QRF00011_ACOX02000001.1,QRF00011_ADKN01000062.1,QRF00011_AEBB01000010.1,QRF00011_AEBD01000013.1,QRF00011_AEBE01000097.1,QRF00011_AEBF01000020.1,QRF00011_AEBH01000009.1,QRF00011_AEBI01000009.1,QRF00011_AEBJ01000024.1,QRF00011_AEBK01000019.1,QRF00011_AEBL01000020.1,QRF00011_AEBM01000063.1,QRF00011_AEBN01000011.1,QRF00011_AEBO01000064.1,QRF00011_AEBP01000074.1,QRF00011_AEBQ01000002.1
85	no	2	-	0.00	QRF00557_AEQA01000010.1,QRF00557_CP001837.1
86	**	3	-	0.00	QRF00003_AAEX03006577.1,QRF00003_AAGW02048685.1,QRF00003_AAWR02012946.1
89	**	42	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1,QRF02391_BX571856.1,QRF02391_BX571857.1,QRF02391_CABA01000075.1,QRF02391_CP000046.1,QRF02391_CP000253.1,QRF02391_CP000255.1,QRF02391_CP000703.1,QRF02391_CP000730.1,QRF02391_CP000736.1,QRF02391_CP001781.1
91	**	18	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1,QRF00019_AANG01569872.1,QRF00019_ABBA01033605.1,QRF00019_ABGA01349033.1,QRF00019_ABSL01041957.1,QRF00019_AC093743.2,QRF00019_AC191230.2,QRF00019_AC192396.1,QRF00019_ACBE01533362.1,QRF00019_ACFV01075075.1,QRF00019_ACTA01034062.1,QRF00019_ADFV01062367.1,QRF00019_AEHK01238691.1
92	no	2	-	0.00	QRF02344_ABQY01002007.1,QRF02344_ABRC01000124.1
93	**	15	-	0.00	QRF00011_ACHK01000105.1,QRF00011_ACIX01000012.1,QRF00011_ACOC01000019.1,QRF00011_ACOX02000001.1,QRF00011_ADKN01000062.1,QRF00011_AEBB01000010.1,QRF00011_AEBD01000013.1,QRF00011_AEBE01000097.1,QRF00011_AEBF01000020.1,QRF00011_AEBH01000009.1,QRF00011_AEBI01000009.1,QRF00011_AEBJ01000024.1,QRF00011_AEBK01000019.1,QRF00011_AEBL01000020.1,QRF00011_AEBM01000063.1
99	no	2	-	0.00	QRF00019_ABRN01352790.1,QRF00019_AGCE01062313.1
100	**	24	-	0.00	QRF00011_ACHK01000105.1,QRF00011_ACIX01000012.1,QRF00011_ACOC01000019.1,QRF00011_ACOX02000001.1,QRF00011_ADKN01000062.1,QRF00011_AEBB01000010.1,QRF00011_AEBD01000013.1,QRF00011_AEBE01000097.1,QRF00011_AEBF01000020.1,QRF00011_AEBH01000009.1,QRF00011_AEBI01000009.1,QRF00011_AEBJ01000024.1,QRF00011_AEBK01000019.1,QRF00011_AEBL01000020.1,QRF00011_AEBM01000063.1,QRF00011_AEBN01000011.1,QRF00011_AEBO01000064.1,QRF00011_AEBP01000074.1,QRF00011_AEBQ01000002.1,QRF00011_AEBR01000025.1,QRF00011_AEBV01000058.1,QRF00011_AEBW01000006.1,QRF00011_AEBX01000024.1,QRF00011_AEBY01000061.1
103	**	7	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1
105	**	3	-	0.00	QRF00059_AEAL01000075.1,QRF00059_AFTF01000192.1,QRF00059_AFTH01000231.1
108	**	21	-	0.00	QRF01747_ADYR01000017.1,QRF01747_ADYS01000025.1,QRF01747_ADYT01000041.1,QRF01747_ADYU01000003.1,QRF01747_ADYV01000078.1,QRF01747_ADYW01000027.1,QRF01747_ADYX01000022.1,QRF01747_ADYY01000010.1,QRF01747_ADYZ01000041.1,QRF01747_ADZA01000006.1,QRF01747_ADZB01000024.1,QRF01747_ADZC01000012.1,QRF01747_ADZD01000006.1,QRF01747_ADZE01000020.1,QRF01747_ADZF01000033.1,QRF01747_ADZG01000014.1,QRF01747_ADZH01000003.1,QRF01747_ADZI01000007.1,QRF01747_ADZJ01000008.1,QRF01747_ADZK01000004.1,QRF01747_ADZL01000037.1
110	**	8	-	0.00	QRF01831_AAAK03000102.1,QRF01831_ABQA01000027.1,QRF01831_ABQI01000013.1,QRF01831_ABQJ01000079.1,QRF01831_ABRY01000116.1,QRF01831_ABSC01000040.1,QRF01831_ABSW01000040.1,QRF01831_ACAS01000148.1
112	**	8	-	0.00	QRF00011_AE004092.1,QRF00011_AE009949.1,QRF00011_AE014074.1,QRF00011_AEEO01000022.1,QRF00011_AJ511686.1,QRF00011_BA000034.2,QRF00011_CP000003.1,QRF00011_CP000017.1
117	**	38	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1,QRF02391_BX571856.1,QRF02391_BX571857.1,QRF02391_CABA01000075.1,QRF02391_CP000046.1,QRF02391_CP000253.1,QRF02391_CP000255.1
123	**	3	-	0.00	QRF02344_AL591985.1,QRF02344_CP001832.1,QRF02344_CP002742.1
124	**	32	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1
125	no	2	-	0.00	QRF00059_ABSM01000006.1,QRF00059_ABZR01000127.1
126	no	2	-	0.00	QRF00469_HQ912957.1,QRF00469_HQ912958.1
127	**	35	-	0.00	QRF00525_FJ744711.1,QRF00525_FJ744712.1,QRF00525_FJ744713.1,QRF00525_FJ744714.1,QRF00525_FJ744715.1,QRF00525_FJ744716.1,QRF00525_FJ744717.1,QRF00525_FJ744718.1,QRF00525_FJ744725.1,QRF00525_FJ810411.1,QRF00525_FJ810412.1,QRF00525_FJ873811.1,QRF00525_FJ898452.1,QRF00525_FJ906957.1,QRF00525_FM210206.1,QRF00525_FM210207.1,QRF00525_FM210214.1,QRF00525_FM210215.1,QRF00525_FM210216.1,QRF00525_FM210231.1,QRF00525_FM210233.2,QRF00525_FM210240.2,QRF00525_FM210242.2,QRF00525_FM210244.2,QRF00525_FM210246.2,QRF00525_GQ868543.1,QRF00525_GQ868620.1,QRF00525_GQ868621.1,QRF00525_GQ868622.1,QRF00525_GQ868623.1,QRF00525_GQ868624.1,QRF00525_GQ868625.1,QRF00525_GQ868631.1,QRF00525_GQ868638.1,QRF00525_GU131886.1
128	**	6	-	0.00	QRF01831_AAAK03000102.1,QRF01831_ABQA01000027.1,QRF01831_ABQI01000013.1,QRF01831_ABQJ01000079.1,QRF01831_ABRY01000116.1,QRF01831_ABSC01000040.1
130	**	3	-	0.00	QRF00557_ADGO01213685.1,QRF00557_CP001982.1,QRF00557_CP001983.1
132	**	5	-	0.00	QRF00557_ACHE01000022.1,QRF00557_ACJC01000073.1,QRF00557_ADEY01000013.1,QRF00557_ADMU01000052.1,QRF00557_AE015929.1
134	**	14	-	0.00	QRF00379_ACMN01000021.1,QRF00379_ACMO01000018.1,QRF00379_ACMQ01000026.1,QRF00379_ACMR01000042.1,QRF00379_ACMZ01000023.1,QRF00379_ACNA01000025.1,QRF00379_ACNB01000036.1,QRF00379_ACNC01000031.1,QRF00379_ACND01000025.1,QRF00379_ACNE01000018.1,QRF00379_ACNF01000025.1,QRF00379_ACNG01000026.1,QRF00379_ACNH01000019.1,QRF00379_ACNI01000020.1
137	**	27	-	0.00	QRF01747_ADYR01000017.1,QRF01747_ADYS01000025.1,QRF01747_ADYT01000041.1,QRF01747_ADYU01000003.1,QRF01747_ADYV01000078.1,QRF01747_ADYW01000027.1,QRF01747_ADYX01000022.1,QRF01747_ADYY01000010.1,QRF01747_ADYZ01000041.1,QRF01747_ADZA01000006.1,QRF01747_ADZB01000024.1,QRF01747_ADZC01000012.1,QRF01747_ADZD01000006.1,QRF01747_ADZE01000020.1,QRF01747_ADZF01000033.1,QRF01747_ADZG01000014.1,QRF01747_ADZH01000003.1,QRF01747_ADZI01000007.1,QRF01747_ADZJ01000008.1,QRF01747_ADZK01000004.1,QRF01747_ADZL01000037.1,QRF01747_ADZM01000016.1,QRF01747_ADZN01000014.1,QRF01747_ADZO01000030.1,QRF01747_ADZP01000009.1,QRF01747_ADZQ01000017.1,QRF01747_ADZS01000016.1
138	no	2	-	0.00	QRF01852_AFSB01041911.1,QRF01852_AFSB01041913.1
151	**	22	-	0.00	QRF00379_ACMN01000021.1,QRF00379_ACMO01000018.1,QRF00379_ACMQ01000026.1,QRF00379_ACMR01000042.1,QRF00379_ACMZ01000023.1,QRF00379_ACNA01000025.1,QRF00379_ACNB01000036.1,QRF00379_ACNC01000031.1,QRF00379_ACND01000025.1,QRF00379_ACNE01000018.1,QRF00379_ACNF01000025.1,QRF00379_ACNG01000026.1,QRF00379_ACNH01000019.1,QRF00379_ACNI01000020.1,QRF00379_ACNJ01000020.1,QRF00379_ACNK01000021.1,QRF00379_ACNL01000028.1,QRF00379_ADFM01000064.1,QRF00379_AE016877.1,QRF00379_AE016879.1,QRF00379_AE017194.1,QRF00379_AE017225.1
152	**	22	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1,QRF00019_AANG01569872.1,QRF00019_ABBA01033605.1,QRF00019_ABGA01349033.1,QRF00019_ABSL01041957.1,QRF00019_AC093743.2,QRF00019_AC191230.2,QRF00019_AC192396.1,QRF00019_ACBE01533362.1,QRF00019_ACFV01075075.1,QRF00019_ACTA01034062.1,QRF00019_ADFV01062367.1,QRF00019_AEHK01238691.1,QRF00019_AEHL01303784.1,QRF00019_AEKP01148487.1,QRF00019_AGCE01058175.1,QRF00019_BL000001.1
155	**	8	-	0.00	QRF01747_ADYR01000017.1,QRF01747_ADYS01000025.1,QRF01747_ADYT01000041.1,QRF01747_ADYU01000003.1,QRF01747_ADYV01000078.1,QRF01747_ADYW01000027.1,QRF01747_ADYX01000022.1,QRF01747_ADYY01000010.1
157	**	27	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1
162	**	4	-	0.00	QRF00557_ACKI01000003.1,QRF00557_ACSR01000017.1,QRF00557_ACSS01000026.1,QRF00557_AFTN01000009.1
163	no	2	-	0.00	QRF00003_DAAA02007316.1,QRF00003_DAAA02029353.1
166	no	2	-	0.00	QRF01831_ACSJ01000007.1,QRF01831_AESA01000369.1
169	**	7	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1,QRF00019_AANG01569872.1
172	no	2	-	0.00	QRF02344_AECL01000046.1,QRF02344_AGSM01000015.1
175	**	13	-	0.00	QRF00379_ACMN01000021.1,QRF00379_ACMO01000018.1,QRF00379_ACMQ01000026.1,QRF00379_ACMR01000042.1,QRF00379_ACMZ01000023.1,QRF00379_ACNA01000025.1,QRF00379_ACNB01000036.1,QRF00379_ACNC01000031.1,QRF00379_ACND01000025.1,QRF00379_ACNE01000018.1,QRF00379_ACNF01000025.1,QRF00379_ACNG01000026.1,QRF00379_ACNH01000019.1
176	**	17	-	0.00	QRF00011_ACHK01000105.1,QRF00011_ACIX01000012.1,QRF00011_ACOC01000019.1,QRF00011_ACOX02000001.1,QRF00011_ADKN01000062.1,QRF00011_AEBB01000010.1,QRF00011_AEBD01000013.1,QRF00011_AEBE01000097.1,QRF00011_AEBF01000020.1,QRF00011_AEBH01000009.1,QRF00011_AEBI01000009.1,QRF00011_AEBJ01000024.1,QRF00011_AEBK01000019.1,QRF00011_AEBL01000020.1,QRF00011_AEBM01000063.1,QRF00011_AEBN01000011.1,QRF00011_AEBO01000064.1
179	**	36	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1,QRF02391_BX571856.1,QRF02391_BX571857.1,QRF02391_CABA01000075.1,QRF02391_CP000046.1
308	no	2	-	0.00	QRF01852_ACTA01002385.1,QRF01852_AEQU010206247.1
185	**	6	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1
188	**	46	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1,QRF02391_BX571856.1,QRF02391_BX571857.1,QRF02391_CABA01000075.1,QRF02391_CP000046.1,QRF02391_CP000253.1,QRF02391_CP000255.1,QRF02391_CP000703.1,QRF02391_CP000730.1,QRF02391_CP000736.1,QRF02391_CP001781.1,QRF02391_CP001844.2,QRF02391_CP001996.1,QRF02391_CP002110.1,QRF02391_CP002114.2
189	**	48	-	0.00	QRF02391_ADJI01000002.1,QRF02391_ADJJ01000002.1,QRF02391_ADJK01000012.1,QRF02391_ADVP01000007.1,QRF02391_AECP01000040.1,QRF02391_AECR01000026.1,QRF02391_AEEK01000062.1,QRF02391_AEUQ01000015.1,QRF02391_AEUR01000022.1,QRF02391_AFEE01000061.1,QRF02391_AFEF01000006.1,QRF02391_AFEG01000014.1,QRF02391_AFGU01000096.1,QRF02391_AFNO01000031.1,QRF02391_AFNP01000064.1,QRF02391_AFNQ01000009.1,QRF02391_AFTM01000043.1,QRF02391_AFTN01000007.1,QRF02391_AFTO01000019.1,QRF02391_AFTQ01000066.1,QRF02391_AFTS01000003.1,QRF02391_AFTT01000017.1,QRF02391_AFTU01000053.1,QRF02391_AJ938182.1,QRF02391_AM990992.1,QRF02391_AP009324.1,QRF02391_AP009351.1,QRF02391_BA000017.4,QRF02391_BA000018.3,QRF02391_BA000033.2,QRF02391_BABM01000001.1,QRF02391_BABZ01000032.1,QRF02391_BX571856.1,QRF02391_BX571857.1,QRF02391_CABA01000075.1,QRF02391_CP000046.1,QRF02391_CP000253.1,QRF02391_CP000255.1,QRF02391_CP000703.1,QRF02391_CP000730.1,QRF02391_CP000736.1,QRF02391_CP001781.1,QRF02391_CP001844.2,QRF02391_CP001996.1,QRF02391_CP002110.1,QRF02391_CP002114.2,QRF02391_CP002120.1,QRF02391_FN433596.1
190	**	14	-	0.00	QRF00059_ABSM01000006.1,QRF00059_ABZR01000127.1,QRF00059_ABZR01002526.1,QRF00059_ACHU02000131.1,QRF00059_ACXS01000336.1,QRF00059_ACXT01000032.1,QRF00059_ACXZ01000531.1,QRF00059_ADFY01000269.1,QRF00059_ADFZ01000087.1,QRF00059_ADGA01000099.1,QRF00059_ADMI01000029.1,QRF00059_ADWY01000072.1,QRF00059_AE016853.1,QRF00059_AEAD01000026.1
192	**	5	-	0.00	QRF00557_ACKI01000003.1,QRF00557_ACSR01000017.1,QRF00557_ACSS01000026.1,QRF00557_AFTN01000009.1,QRF00557_AM990992.1
194	**	35	-	0.00	QRF00469_AB049093.1,QRF00469_AB049097.1,QRF00469_AB057611.1,QRF00469_AB057615.1,QRF00469_AB154200.1,QRF00469_AB154203.1,QRF00469_AB154204.1,QRF00469_AB249644.1,QRF00469_AB426117.1,QRF00469_AB435162.2,QRF00469_AB461377.1,QRF00469_AB461379.1,QRF00469_AB488522.1,QRF00469_AB558135.2,QRF00469_AF145454.1,QRF00469_AF165057.1,QRF00469_AF165061.1,QRF00469_AF165062.1,QRF00469_AF207752.1,QRF00469_AF207758.1,QRF00469_AF207765.1,QRF00469_AF207769.1,QRF00469_AF207770.1,QRF00469_AF207772.1,QRF00469_AM494937.1,QRF00469_D10934.1,QRF00469_D63857.1,QRF00469_D89872.1,QRF00469_D90208.1,QRF00469_EF407499.1,QRF00469_EU155230.2,QRF00469_EU155332.2,QRF00469_EU155336.2,QRF00469_EU155362.2,QRF00469_EU155382.2
