ClustID	SigLvl	Count	MFE	AvgDist	Members
11	**	22	-	0.00	QRF01831_AAAK03000102.1,QRF01831_ABQA01000027.1,QRF01831_ABQI01000013.1,QRF01831_ABQJ01000079.1,QRF01831_ABRY01000116.1,QRF01831_ABSC01000040.1,QRF01831_ABSW01000040.1,QRF01831_ACAS01000148.1,QRF01831_ACAX01000064.1,QRF01831_ACAY01000062.1,QRF01831_ACAZ01000048.1,QRF01831_ACBA01000100.1,QRF01831_ACBB01000180.1,QRF01831_ACBC01000031.1,QRF01831_ACBD01000032.1,QRF01831_ACIY01000107.1,QRF01831_ACJQ01000097.1,QRF01831_ACOB01000111.1,QRF01831_ACOS01000069.1,QRF01831_ACZZ01000016.1,QRF01831_ADMM01000036.1,QRF01831_AEBC01000168.1
72	**	3	-	0.00	QRF01852_AY609115.1,QRF01852_AY609116.1,QRF01852_AY609117.1
436	**	9	-	0.00	QRF01849_ACEG01000061.1,QRF01849_ACEI01000087.1,QRF01849_ACEM01000033.1,QRF01849_ACJL01000032.1,QRF01849_AFEZ01000012.1,QRF01849_AFFA01000008.1,QRF01849_AFFB01000003.1,QRF01849_CP001488.1,QRF01849_CP001851.1
905	**	3	-	0.00	QRF00379_ACLX01000031.1,QRF00379_ACMD01000040.1,QRF00379_ACMS01000048.1
910	**	3	-	0.00	QRF00525_EU482649.1,QRF00525_EU482705.1,QRF00525_FJ639710.1
911	**	14	-	0.00	QRF00019_AACC02000041.1,QRF00019_AACN010091244.1,QRF00019_AACZ03054259.1,QRF00019_AACZ03161665.1,QRF00019_AADB02010855.1,QRF00019_AADC01072261.1,QRF00019_AANG01569872.1,QRF00019_ABBA01033605.1,QRF00019_ABGA01349033.1,QRF00019_ABSL01041957.1,QRF00019_AC093743.2,QRF00019_AC191230.2,QRF00019_AC192396.1,QRF00019_ACBE01533362.1
444	**	4	-	0.00	QRF00003_DAAA02007316.1,QRF00003_DAAA02029353.1,QRF00003_DAAA02048323.1,QRF00003_DAAA02052729.1
1361	**	3	-	0.00	QRF00009_AAHY01113755.1,QRF00009_BC116202.1,QRF00009_BC116203.1
451	**	7	-	0.00	QRF01852_ABQO010153027.1,QRF01852_ABQO010153028.1,QRF01852_EF368046.1,QRF01852_EF368047.1,QRF01852_EF368048.1,QRF01852_EF368049.1,QRF01852_EF368050.1
23	**	23	-	0.00	QRF00059_ABSM01000006.1,QRF00059_ABZR01000127.1,QRF00059_ABZR01002526.1,QRF00059_ACHU02000131.1,QRF00059_ACXS01000336.1,QRF00059_ACXT01000032.1,QRF00059_ACXZ01000531.1,QRF00059_ADFY01000269.1,QRF00059_ADFZ01000087.1,QRF00059_ADGA01000099.1,QRF00059_ADMI01000029.1,QRF00059_ADWY01000072.1,QRF00059_AE016853.1,QRF00059_AEAD01000026.1,QRF00059_AEAE01000081.1,QRF00059_AEAF01000049.1,QRF00059_AEAG01000069.1,QRF00059_AEAH01000946.1,QRF00059_AEAI01001260.1,QRF00059_AEAJ01000298.1,QRF00059_AEAK01000279.1,QRF00059_AEAM01000036.1,QRF00059_AEAN01000387.1
1716	**	11	-	0.00	QRF00469_AB049093.1,QRF00469_AB049097.1,QRF00469_AB057611.1,QRF00469_AB057615.1,QRF00469_AB154200.1,QRF00469_AB154203.1,QRF00469_AB154204.1,QRF00469_AB249644.1,QRF00469_AB426117.1,QRF00469_AB435162.2,QRF00469_AB461377.1
1369	**	3	-	0.00	QRF00379_ACMN01000021.1,QRF00379_ACMO01000018.1,QRF00379_ACMQ01000026.1
1370	**	3	-	0.00	QRF00557_AEQA01000010.1,QRF00557_CP001837.1,QRF00557_FR870271.1
1373	**	4	-	0.00	QRF00645_AAAA02020662.1,QRF00645_AACV01014740.1,QRF00645_ADWL01012548.1,QRF00645_AP004744.2
32	**	3	-	0.00	QRF02344_ABQY01000015.1,QRF02344_ABRB01002112.1,QRF02344_AEYZ01000248.1
37	**	3	-	0.00	QRF00468_AF207770.1,QRF00468_EF608818.1,QRF00468_EU081476.1
470	**	3	-	0.00	QRF00468_EF608856.1,QRF00468_EF608857.1,QRF00468_EF608858.1
39	**	3	-	0.00	QRF01831_AESB01000040.1,QRF01831_AESC01000002.1,QRF01831_CP002410.1
41	**	13	-	0.00	QRF00557_ACHE01000022.1,QRF00557_ACJC01000073.1,QRF00557_ADEY01000013.1,QRF00557_ADMU01000052.1,QRF00557_AE015929.1,QRF00557_AFED01000026.1,QRF00557_AFEH01000043.1,QRF00557_AFEI01000009.1,QRF00557_AFTY01000044.1,QRF00557_AFTZ01000016.1,QRF00557_AFUA01000035.1,QRF00557_AGGR01000511.1,QRF00557_AGHV01000123.1
55	**	4	-	0.00	QRF00379_ACMY01000026.1,QRF00379_AP007209.1,QRF00379_CP000227.1,QRF00379_CP001177.1
435	**	5	-	0.00	QRF00645_AF069716.1,QRF00645_AFNA01019881.1,QRF00645_AFNB01018438.1,QRF00645_AFNC01022736.1,QRF00645_AL392145.1
1356	**	8	-	0.00	QRF00009_AADB02016058.1,QRF00009_AADD01135819.1,QRF00009_ABBA01061225.1,QRF00009_ABSL01074310.1,QRF00009_ADDF011403414.1,QRF00009_AEKP01129488.1,QRF00009_AL355075.6,QRF00009_X16612.1
966	**	4	-	0.00	QRF00557_ADGO01213685.1,QRF00557_CP001982.1,QRF00557_CP001983.1,QRF00557_CP003017.1
86	**	3	-	0.00	QRF00003_AAEX03006577.1,QRF00003_AAGW02048685.1,QRF00003_AAWR02012946.1
990	**	4	-	0.00	QRF01747_ADNB01000013.1,QRF01747_AEJE01000052.1,QRF01747_AFDI01000003.1,QRF01747_CP002104.1
105	**	3	-	0.00	QRF00059_AEAL01000075.1,QRF00059_AFTF01000192.1,QRF00059_AFTH01000231.1
1469	**	5	-	0.00	QRF00003_AAHY01147030.1,QRF00003_AC093350.15,QRF00003_AC121792.3,QRF00003_AEKQ01192936.1,QRF00003_CAAA01181478.1
1474	**	3	-	0.00	QRF02344_AL591688.1,QRF02344_CP001830.1,QRF02344_CP002740.1
123	**	3	-	0.00	QRF02344_AL591985.1,QRF02344_CP001832.1,QRF02344_CP002742.1
162	**	4	-	0.00	QRF00557_ACKI01000003.1,QRF00557_ACSR01000017.1,QRF00557_ACSS01000026.1,QRF00557_AFTN01000009.1
1072	**	3	-	0.00	QRF00009_AC027184.15,QRF00009_AEKQ01209157.1,QRF00009_AEKR01088288.1
1572	**	3	-	0.00	QRF00645_AEJG01006393.1,QRF00645_AEKV01009674.1,QRF00645_AEKW01007914.1
1136	**	3	-	0.00	QRF00468_EU155331.2,QRF00468_GQ285039.1,QRF00468_HQ639947.1
1617	**	3	-	0.00	QRF00645_AEJG01003248.1,QRF00645_AEKV01002661.1,QRF00645_AEKW01027634.1
261	**	3	-	0.00	QRF01852_CACX01001890.1,QRF01852_CP001135.1,QRF01852_CP002154.1
735	**	3	-	0.00	QRF00009_AANU01176871.1,QRF00009_AEHK01331430.1,QRF00009_AEHL01032053.1
1210	**	3	-	0.00	QRF00059_CP001794.1,QRF00059_CP002050.1,QRF00059_CP002442.1
1381	**	5	-	0.00	QRF01849_AFFC01000004.1,QRF01849_CP000887.1,QRF01849_CP001578.1,QRF01849_CP002997.1,QRF01849_CP003128.1
327	**	3	-	0.00	QRF00468_EF608890.1,QRF00468_EF608891.1,QRF00468_EF608892.1
631	**	3	-	0.00	QRF02344_ABQZ01000035.1,QRF02344_ABRA01001780.1,QRF02344_AEYZ01000282.1
803	**	3	-	0.00	QRF00003_AAFC03092002.1,QRF00003_ACTA01163335.1,QRF00003_DAAA02005665.1
388	**	3	-	0.00	QRF02033_AADL01000586.1,QRF02033_ACNP01000122.1,QRF02033_ACXJ01011337.1
771	**	3	-	0.00	QRF00469_HQ912957.1,QRF00469_HQ912958.1,QRF00469_HQ912959.1
1292	**	3	-	0.00	QRF02344_ABQZ01002564.1,QRF02344_ABRA01002298.1,QRF02344_AEYZ01000110.1
1182	**	3	-	0.00	QRF02344_AECL01000004.1,QRF02344_AGSM01000010.1,QRF02344_AGVZ01000004.1
1574	**	3	-	0.00	QRF00557_ACFR01000002.1,QRF00557_ACRH01000002.1,QRF00557_AFTX01000032.1
826	**	3	-	0.01	QRF00019_AAEX03010156.1,QRF00019_ABRT010540909.1,QRF00019_AGTP01045201.1
1269	**	3	-	0.02	QRF02033_ACNP01000019.1,QRF02033_ACNP01000068.1,QRF02033_ACNP01000104.1
1641	**	3	-	0.02	QRF02344_AECL01000046.1,QRF02344_AGSM01000015.1,QRF02344_AGVZ01000010.1
974	**	3	-	0.02	QRF01849_AGSM01000011.1,QRF01849_AGVZ01000003.1,QRF01849_CP002248.1
1389	**	3	-	0.02	QRF02344_ABQZ01002080.1,QRF02344_ABRA01001929.1,QRF02344_AEYZ01000355.1
534	**	3	-	0.02	QRF00019_ABQO010384700.1,QRF00019_ABVD01337842.1,QRF00019_AFEY01121756.1
680	**	3	-	0.02	QRF02033_ADCQ01000026.1,QRF02033_ADCQ01000033.1,QRF02033_ADCQ01000050.1
1156	**	3	-	0.03	QRF00059_CP001638.1,QRF00059_CP002293.1,QRF00059_CP002835.1
660	**	3	-	0.04	QRF02344_AECL01000032.1,QRF02344_AFSD01000003.1,QRF02344_AGSM01000006.1
293	**	3	-	0.04	QRF01849_AP011533.1,QRF01849_CP000848.1,QRF01849_CP002912.1
1629	**	3	-	0.06	QRF00645_AM485822.2,QRF00645_CAAP03001032.1,QRF00645_FN596751.1
1587	**	4	-	0.09	QRF01747_ACFH01000043.1,QRF01747_AECW01000251.1,QRF01747_AFBL01000065.1,QRF01747_AFQC01000022.1
1023	**	3	-	0.09	QRF01849_AM260525.1,QRF01849_CP001562.1,QRF01849_FN645509.1
1160	**	4	-	0.09	QRF02344_ABRA01002281.1,QRF02344_ABRB01001862.1,QRF02344_ABRC01002627.1,QRF02344_AEYZ01000213.1
839	**	3	-	0.10	QRF02033_ADCQ01000035.1,QRF02033_ADCQ01000052.1,QRF02033_AFBP01000066.1
254	**	3	-	0.10	QRF01849_FN645454.1,QRF01849_FN645459.1,QRF01849_FN645481.1
395	**	3	-	0.12	QRF01849_AGTN01299584.1,QRF01849_AP012206.1,QRF01849_BA000040.2
1550	**	3	-	0.13	QRF01849_AGIX01000001.1,QRF01849_AGSN01000181.1,QRF01849_CP000633.1
496	**	3	-	0.15	QRF00009_ACTA01132254.1,QRF00009_AEYP01102346.1,QRF00009_DAAA02028332.1
208	**	3	-	0.17	QRF01852_AECZ01000001.1,QRF01852_AFHE01000002.1,QRF01852_AP010904.1
1694	**	3	-	0.22	QRF02344_ABRB01002019.1,QRF02344_CP001627.1,QRF02344_EF066650.1
1117	**	3	-	0.23	QRF00645_ACUP01005114.1,QRF00645_ADBK01001211.1,QRF00645_CACC01022210.1
1257	**	3	-	0.25	QRF01831_ACTP01000116.1,QRF01831_ADJS01020710.1,QRF01831_FP929048.1
961	**	3	-	0.26	QRF01761_AACY021475284.1,QRF01761_AACY021896143.1,QRF01761_AACY023444841.1
1253	**	3	-	0.27	QRF01831_ACTO01000016.1,QRF01831_ACTR01000010.1,QRF01831_ADLB01000005.1
104	**	3	-	0.28	QRF00645_ACUP01007321.1,QRF00645_ACUP01009759.1,QRF00645_AFSP01041747.1
159	**	3	-	0.29	QRF02033_CP001185.1,QRF02033_CP002326.1,QRF02033_CP003001.1
836	**	3	-	0.29	QRF01831_ACIO01000815.1,QRF01831_ADEJ01000016.1,QRF01831_CP002109.1
320	**	3	-	0.30	QRF02033_ABRS01000025.1,QRF02033_ABRS01000056.1,QRF02033_FP929043.1
499	**	3	-	0.31	QRF00557_AE004092.1,QRF00557_AEUW02000001.1,QRF00557_AM946015.1
1311	**	3	-	0.33	QRF01849_ABJB010133421.1,QRF01849_ACLC01000046.1,QRF01849_CP000409.1
759	**	3	-	0.34	QRF01761_AACY020533781.1,QRF01761_AACY023799261.1,QRF01761_AACY024122740.1
183	**	3	-	0.36	QRF02033_AACY020522415.1,QRF02033_AACY023846930.1,QRF02033_CACA01000243.1
600	**	4	-	0.38	QRF01849_AACY020811845.1,QRF01849_AACY021588269.1,QRF01849_AADG06014017.1,QRF01849_AGFR01000007.1
1149	**	3	-	0.39	QRF00059_ACPC01000045.1,QRF00059_AFNU01000042.1,QRF00059_AGAV01000007.1
1409	**	3	-	0.42	QRF01761_AACY021831841.1,QRF01761_FM207411.1,QRF01761_GU071095.1
