ID	Len	GC	Group
RF00727_00010	90	0.333	RF00727
RF00727_00011	90	0.322	RF00727
RF00727_00013	90	0.333	RF00727
RF00727_00017	90	0.333	RF00727
RF00727_00019	90	0.333	RF00727
RF00727_00026	90	0.333	RF00727
RF00727_00028	90	0.333	RF00727
RF00727_00030	89	0.337	RF00727
RF00727_00031	90	0.344	RF00727
RF00727_00033	89	0.337	RF00727
RF00727_00034	89	0.337	RF00727
RF00727_00035	90	0.344	RF00727
RF00727_00036	90	0.311	RF00727
RF00727_00037	90	0.333	RF00727
RF00727_00038	89	0.326	RF00727
RF00727_00041	90	0.322	RF00727
RF00727_00043	90	0.322	RF00727
RF00727_00045	89	0.360	RF00727
RF00727_00046	89	0.348	RF00727
RF00727_00051	91	0.330	RF00727
RF00727_00052	90	0.344	RF00727
RF00727_00055	93	0.355	RF00727
RF00727_00059	97	0.299	RF00727
RF00727_00060	91	0.264	RF00727
RF00727_00061	95	0.347	RF00727
RF01225_00005	127	0.693	RF01225
RF01225_00012	127	0.717	RF01225
RF01225_00018	127	0.693	RF01225
RF01225_00023	127	0.630	RF01225
RF01225_00027	127	0.724	RF01225
RF01225_00038	128	0.641	RF01225
RF01225_00084	127	0.646	RF01225
RF01225_00097	126	0.571	RF01225
RF01225_00114	127	0.630	RF01225
RF01225_00158	126	0.675	RF01225
RF01225_00174	130	0.531	RF01225
RF01225_00206	127	0.575	RF01225
RF01225_00207	86	0.651	RF01225
RF01225_00236	131	0.573	RF01225
RF01225_00239	117	0.607	RF01225
RF01225_00245	112	0.670	RF01225
RF01225_00256	80	0.662	RF01225
RF01225_00268	122	0.508	RF01225
RF01225_00281	115	0.530	RF01225
RF01225_00284	73	0.685	RF01225
RF01225_00288	141	0.511	RF01225
RF01225_00304	126	0.532	RF01225
RF01225_00311	56	0.714	RF01225
RF01225_00316	128	0.500	RF01225
RF01225_00332	139	0.583	RF01225
RF01293_00000	152	0.546	RF01293
RF01293_00002	152	0.539	RF01293
RF01293_00003	152	0.539	RF01293
RF01293_00005	152	0.539	RF01293
RF01293_00007	152	0.539	RF01293
RF01293_00010	152	0.539	RF01293
RF01293_00011	152	0.539	RF01293
RF01293_00014	152	0.539	RF01293
RF01293_00016	152	0.539	RF01293
RF01293_00018	152	0.539	RF01293
RF01293_00019	152	0.539	RF01293
RF01293_00021	152	0.533	RF01293
RF01293_00024	166	0.518	RF01293
RF01293_00026	153	0.536	RF01293
RF01293_00027	151	0.556	RF01293
RF01293_00028	145	0.566	RF01293
RF01293_00029	129	0.512	RF01293
RF01293_00030	137	0.533	RF01293
RF01293_00031	151	0.556	RF01293
RF01293_00032	139	0.532	RF01293
RF01293_00033	140	0.600	RF01293
RF01293_00034	143	0.559	RF01293
RF01293_00035	141	0.617	RF01293
RF01293_00037	144	0.583	RF01293
RF01293_00038	144	0.583	RF01293
RF01323_00061	37	0.568	RF01323
RF01323_00071	37	0.568	RF01323
RF01323_00079	37	0.568	RF01323
RF01323_00083	37	0.568	RF01323
RF01323_00112	37	0.541	RF01323
RF01323_00119	37	0.676	RF01323
RF01323_00135	37	0.676	RF01323
RF01323_00204	37	0.432	RF01323
RF01323_00235	37	0.676	RF01323
RF01323_00286	37	0.541	RF01323
RF01323_00292	37	0.541	RF01323
RF01323_00306	37	0.541	RF01323
RF01323_00314	37	0.541	RF01323
RF01323_00337	37	0.541	RF01323
RF01323_00370	37	0.541	RF01323
RF01323_00374	37	0.541	RF01323
RF01323_00393	37	0.541	RF01323
RF01323_00397	37	0.541	RF01323
RF01323_00400	37	0.541	RF01323
RF01323_00428	37	0.595	RF01323
RF01323_00430	37	0.595	RF01323
RF01323_00431	37	0.595	RF01323
RF01323_00445	37	0.595	RF01323
RF01323_00476	37	0.595	RF01323
RF01323_00477	37	0.595	RF01323
RF01482_00049	150	0.393	RF01482
RF01482_00125	153	0.412	RF01482
RF01482_00166	203	0.532	RF01482
RF01482_00191	137	0.387	RF01482
RF01482_00195	152	0.500	RF01482
RF01482_00196	136	0.338	RF01482
RF01482_00202	139	0.331	RF01482
RF01482_00211	137	0.380	RF01482
RF01482_00218	139	0.590	RF01482
RF01482_00236	137	0.401	RF01482
RF01482_00248	133	0.481	RF01482
RF01482_00255	137	0.394	RF01482
RF01482_00346	116	0.647	RF01482
RF01482_00363	116	0.647	RF01482
RF01482_00394	143	0.580	RF01482
RF01482_00401	167	0.671	RF01482
RF01482_00426	86	0.651	RF01482
RF01482_00427	86	0.651	RF01482
RF01482_00428	86	0.651	RF01482
RF01482_00433	86	0.651	RF01482
RF01482_00441	86	0.651	RF01482
RF01482_00469	86	0.651	RF01482
RF01482_00478	187	0.508	RF01482
RF01482_00485	145	0.628	RF01482
RF01482_00499	94	0.702	RF01482
RF01496_00011	198	0.439	RF01496
RF01496_00014	195	0.436	RF01496
RF01496_00016	196	0.459	RF01496
RF01496_00026	190	0.389	RF01496
RF01496_00029	190	0.389	RF01496
RF01496_00032	190	0.389	RF01496
RF01496_00033	190	0.389	RF01496
RF01496_00037	190	0.395	RF01496
RF01496_00047	187	0.439	RF01496
RF01496_00048	187	0.428	RF01496
RF01496_00049	187	0.449	RF01496
RF01496_00056	241	0.427	RF01496
RF01496_00058	205	0.493	RF01496
RF01496_00059	272	0.426	RF01496
RF01496_00069	187	0.503	RF01496
RF01496_00070	187	0.503	RF01496
RF01496_00076	187	0.513	RF01496
RF01496_00078	187	0.513	RF01496
RF01496_00082	187	0.524	RF01496
RF01496_00089	204	0.539	RF01496
RF01496_00106	205	0.537	RF01496
RF01496_00108	185	0.486	RF01496
RF01496_00109	184	0.516	RF01496
RF01496_00114	212	0.462	RF01496
RF01496_00118	219	0.457	RF01496
RF01498_00018	96	0.448	RF01498
RF01498_00019	96	0.448	RF01498
RF01498_00020	96	0.448	RF01498
RF01498_00022	96	0.448	RF01498
RF01498_00032	83	0.446	RF01498
RF01498_00037	97	0.443	RF01498
RF01498_00040	97	0.443	RF01498
RF01498_00048	97	0.443	RF01498
RF01498_00053	106	0.443	RF01498
RF01498_00055	97	0.443	RF01498
RF01498_00056	98	0.439	RF01498
RF01498_00061	92	0.511	RF01498
RF01498_00062	93	0.452	RF01498
RF01498_00064	93	0.441	RF01498
RF01498_00069	92	0.533	RF01498
RF01498_00070	107	0.495	RF01498
RF01498_00074	92	0.413	RF01498
RF01498_00076	93	0.473	RF01498
RF01498_00083	106	0.481	RF01498
RF01498_00089	93	0.452	RF01498
RF01498_00095	91	0.473	RF01498
RF01498_00097	91	0.473	RF01498
RF01498_00101	97	0.464	RF01498
RF01498_00111	94	0.436	RF01498
RF01498_00114	90	0.433	RF01498
RF01499_00001	93	0.376	RF01499
RF01499_00005	93	0.398	RF01499
RF01499_00006	93	0.398	RF01499
RF01499_00007	92	0.424	RF01499
RF01499_00008	92	0.424	RF01499
RF01499_00009	90	0.389	RF01499
RF01499_00011	101	0.396	RF01499
RF01499_00013	101	0.396	RF01499
RF01499_00014	95	0.305	RF01499
RF01499_00020	97	0.371	RF01499
RF01499_00023	97	0.371	RF01499
RF01499_00024	97	0.371	RF01499
RF01499_00028	96	0.448	RF01499
RF01499_00030	96	0.365	RF01499
RF01499_00032	96	0.365	RF01499
RF01499_00034	96	0.344	RF01499
RF01499_00035	96	0.344	RF01499
RF01499_00038	98	0.337	RF01499
RF01499_00040	90	0.400	RF01499
RF01499_00041	97	0.361	RF01499
RF01499_00044	100	0.400	RF01499
RF01499_00045	107	0.449	RF01499
RF01499_00047	100	0.420	RF01499
RF01499_00051	100	0.420	RF01499
RF01499_00052	100	0.420	RF01499
RF01500_00001	150	0.407	RF01500
RF01500_00004	142	0.408	RF01500
RF01500_00007	142	0.423	RF01500
RF01500_00008	143	0.448	RF01500
RF01500_00011	140	0.450	RF01500
RF01500_00019	143	0.455	RF01500
RF01500_00020	148	0.466	RF01500
RF01500_00024	141	0.433	RF01500
RF01500_00029	129	0.504	RF01500
RF01500_00030	150	0.413	RF01500
RF01500_00032	149	0.416	RF01500
RF01500_00038	149	0.416	RF01500
RF01500_00039	149	0.416	RF01500
RF01500_00043	146	0.438	RF01500
RF01500_00047	146	0.452	RF01500
RF01500_00050	146	0.452	RF01500
RF01500_00054	128	0.453	RF01500
RF01500_00055	128	0.453	RF01500
RF01500_00056	128	0.453	RF01500
RF01500_00057	128	0.453	RF01500
RF01500_00059	128	0.445	RF01500
RF01500_00062	134	0.448	RF01500
RF01500_00065	128	0.453	RF01500
RF01500_00066	128	0.453	RF01500
RF01500_00069	128	0.445	RF01500
RF01501_00003	79	0.430	RF01501
RF01501_00004	79	0.430	RF01501
RF01501_00007	75	0.373	RF01501
RF01501_00008	75	0.373	RF01501
RF01501_00009	75	0.373	RF01501
RF01501_00013	75	0.373	RF01501
RF01501_00014	75	0.373	RF01501
RF01501_00015	75	0.373	RF01501
RF01501_00016	83	0.422	RF01501
RF01501_00017	83	0.398	RF01501
RF01501_00018	83	0.398	RF01501
RF01501_00020	83	0.446	RF01501
RF01501_00022	83	0.458	RF01501
RF01501_00023	75	0.387	RF01501
RF01501_00026	75	0.387	RF01501
RF01501_00029	83	0.373	RF01501
RF01501_00031	83	0.398	RF01501
RF01501_00036	89	0.382	RF01501
RF01501_00038	89	0.382	RF01501
RF01501_00039	89	0.382	RF01501
RF01501_00043	83	0.386	RF01501
RF01501_00044	83	0.410	RF01501
RF01501_00048	84	0.417	RF01501
RF01501_00049	84	0.417	RF01501
RF01501_00050	82	0.390	RF01501
RF01504_00001	149	0.436	RF01504
RF01504_00003	149	0.436	RF01504
RF01504_00004	149	0.436	RF01504
RF01504_00006	149	0.436	RF01504
RF01504_00007	149	0.436	RF01504
RF01504_00009	149	0.436	RF01504
RF01504_00010	149	0.436	RF01504
RF01504_00013	148	0.439	RF01504
RF01504_00014	153	0.458	RF01504
RF01504_00015	153	0.451	RF01504
RF01504_00016	164	0.488	RF01504
RF01504_00018	164	0.488	RF01504
RF01504_00021	165	0.430	RF01504
RF01504_00026	157	0.427	RF01504
RF01504_00029	153	0.484	RF01504
RF01504_00031	152	0.454	RF01504
RF01504_00032	152	0.474	RF01504
RF01504_00035	154	0.513	RF01504
RF01504_00037	149	0.477	RF01504
RF01504_00039	153	0.490	RF01504
RF01504_00040	146	0.548	RF01504
RF01504_00043	152	0.559	RF01504
RF01504_00044	135	0.452	RF01504
RF01504_00051	140	0.529	RF01504
RF01504_00054	144	0.458	RF01504
RF01505_00000	103	0.437	RF01505
RF01505_00006	103	0.369	RF01505
RF01505_00007	103	0.369	RF01505
RF01505_00016	101	0.416	RF01505
RF01505_00023	101	0.416	RF01505
RF01505_00030	101	0.376	RF01505
RF01505_00032	98	0.367	RF01505
RF01505_00033	101	0.436	RF01505
RF01505_00035	104	0.365	RF01505
RF01505_00046	101	0.416	RF01505
RF01505_00052	97	0.361	RF01505
RF01505_00058	91	0.363	RF01505
RF01505_00059	91	0.363	RF01505
RF01505_00060	92	0.359	RF01505
RF01505_00062	89	0.404	RF01505
RF01505_00063	92	0.359	RF01505
RF01505_00064	91	0.440	RF01505
RF01505_00073	91	0.374	RF01505
RF01505_00079	88	0.398	RF01505
RF01505_00082	88	0.375	RF01505
RF01505_00089	90	0.389	RF01505
RF01505_00091	102	0.304	RF01505
RF01505_00093	91	0.462	RF01505
RF01505_00095	92	0.435	RF01505
RF01505_00098	97	0.423	RF01505
RF01506_00004	83	0.349	RF01506
RF01506_00008	83	0.398	RF01506
RF01506_00014	83	0.410	RF01506
RF01506_00015	83	0.410	RF01506
RF01506_00016	83	0.410	RF01506
RF01506_00018	83	0.410	RF01506
RF01506_00019	83	0.410	RF01506
RF01506_00023	86	0.372	RF01506
RF01506_00025	83	0.422	RF01506
RF01506_00026	86	0.419	RF01506
RF01506_00028	84	0.321	RF01506
RF01506_00030	83	0.398	RF01506
RF01506_00035	80	0.400	RF01506
RF01506_00039	81	0.407	RF01506
RF01506_00041	83	0.386	RF01506
RF01506_00046	82	0.415	RF01506
RF01506_00047	82	0.415	RF01506
RF01506_00048	83	0.422	RF01506
RF01506_00049	83	0.434	RF01506
RF01506_00059	78	0.359	RF01506
RF01506_00060	83	0.373	RF01506
RF01506_00061	80	0.312	RF01506
RF01506_00063	83	0.361	RF01506
RF01506_00066	79	0.405	RF01506
RF01506_00069	83	0.398	RF01506
RF01607_00000	132	0.447	RF01607
RF01607_00001	132	0.447	RF01607
RF01607_00002	131	0.450	RF01607
RF01607_00003	130	0.454	RF01607
RF01607_00004	134	0.425	RF01607
RF01607_00005	134	0.418	RF01607
RF01607_00006	134	0.418	RF01607
RF01607_00007	133	0.444	RF01607
RF01607_00008	132	0.417	RF01607
RF01607_00009	130	0.415	RF01607
RF01607_00010	130	0.415	RF01607
RF01607_00011	134	0.396	RF01607
RF01607_00012	130	0.392	RF01607
RF01607_00013	130	0.392	RF01607
RF01607_00014	135	0.437	RF01607
RF01607_00015	130	0.462	RF01607
RF01607_00016	129	0.419	RF01607
RF01607_00017	130	0.400	RF01607
RF01607_00018	127	0.425	RF01607
RF01607_00019	130	0.400	RF01607
RF01607_00020	130	0.400	RF01607
RF01607_00021	129	0.403	RF01607
RF01607_00022	130	0.415	RF01607
RF01607_00023	130	0.423	RF01607
RF01607_00024	130	0.377	RF01607
RF01660_00002	140	0.464	RF01660
RF01660_00003	140	0.507	RF01660
RF01660_00004	140	0.471	RF01660
RF01660_00005	141	0.447	RF01660
RF01660_00006	141	0.447	RF01660
RF01660_00007	140	0.421	RF01660
RF01660_00008	140	0.429	RF01660
RF01660_00009	140	0.479	RF01660
RF01660_00011	140	0.471	RF01660
RF01660_00012	141	0.461	RF01660
RF01660_00014	140	0.464	RF01660
RF01660_00015	140	0.464	RF01660
RF01660_00016	140	0.471	RF01660
RF01660_00017	138	0.471	RF01660
RF01660_00018	139	0.460	RF01660
RF01660_00022	142	0.415	RF01660
RF01660_00023	138	0.442	RF01660
RF01660_00024	146	0.432	RF01660
RF01660_00025	146	0.459	RF01660
RF01660_00026	147	0.469	RF01660
RF01660_00028	137	0.358	RF01660
RF01660_00029	137	0.365	RF01660
RF01660_00030	158	0.468	RF01660
RF01660_00031	158	0.456	RF01660
RF01660_00033	155	0.465	RF01660
RF01685_00000	109	0.349	RF01685
RF01685_00001	108	0.361	RF01685
RF01685_00007	109	0.358	RF01685
RF01685_00008	109	0.358	RF01685
RF01685_00009	107	0.299	RF01685
RF01685_00013	107	0.299	RF01685
RF01685_00016	107	0.280	RF01685
RF01685_00019	110	0.364	RF01685
RF01685_00020	107	0.318	RF01685
RF01685_00028	109	0.385	RF01685
RF01685_00041	105	0.295	RF01685
RF01685_00043	107	0.346	RF01685
RF01685_00047	109	0.394	RF01685
RF01685_00049	105	0.305	RF01685
RF01685_00052	104	0.365	RF01685
RF01685_00053	104	0.375	RF01685
RF01685_00054	104	0.365	RF01685
RF01685_00062	105	0.314	RF01685
RF01685_00067	109	0.404	RF01685
RF01685_00080	106	0.311	RF01685
RF01685_00092	111	0.279	RF01685
RF01685_00093	107	0.355	RF01685
RF01685_00094	104	0.346	RF01685
RF01685_00097	122	0.361	RF01685
RF01685_00103	112	0.429	RF01685
RF01687_00025	46	0.500	RF01687
RF01687_00027	46	0.543	RF01687
RF01687_00028	46	0.543	RF01687
RF01687_00054	46	0.565	RF01687
RF01687_00059	46	0.696	RF01687
RF01687_00077	46	0.696	RF01687
RF01687_00087	46	0.783	RF01687
RF01687_00095	46	0.761	RF01687
RF01687_00104	46	0.609	RF01687
RF01687_00128	46	0.587	RF01687
RF01687_00129	46	0.587	RF01687
RF01687_00132	46	0.761	RF01687
RF01687_00169	46	0.500	RF01687
RF01687_00186	47	0.553	RF01687
RF01687_00207	45	0.622	RF01687
RF01687_00235	46	0.674	RF01687
RF01687_00265	45	0.600	RF01687
RF01687_00302	45	0.578	RF01687
RF01687_00325	49	0.571	RF01687
RF01687_00344	45	0.689	RF01687
RF01687_00394	45	0.622	RF01687
RF01687_00395	45	0.622	RF01687
RF01687_00424	45	0.556	RF01687
RF01687_00448	46	0.652	RF01687
RF01687_00449	46	0.717	RF01687
RF01689_00003	131	0.443	RF01689
RF01689_00034	131	0.450	RF01689
RF01689_00035	131	0.450	RF01689
RF01689_00036	130	0.400	RF01689
RF01689_00040	131	0.458	RF01689
RF01689_00048	132	0.439	RF01689
RF01689_00058	144	0.403	RF01689
RF01689_00080	130	0.508	RF01689
RF01689_00092	142	0.458	RF01689
RF01689_00112	119	0.445	RF01689
RF01689_00117	132	0.455	RF01689
RF01689_00118	143	0.420	RF01689
RF01689_00124	150	0.367	RF01689
RF01689_00139	84	0.476	RF01689
RF01689_00142	119	0.403	RF01689
RF01689_00168	136	0.287	RF01689
RF01689_00178	98	0.592	RF01689
RF01689_00193	132	0.295	RF01689
RF01689_00204	116	0.414	RF01689
RF01689_00208	135	0.393	RF01689
RF01689_00210	103	0.621	RF01689
RF01689_00217	98	0.653	RF01689
RF01689_00240	128	0.562	RF01689
RF01689_00254	60	0.500	RF01689
RF01689_00259	94	0.404	RF01689
RF01786_00013	84	0.393	RF01786
RF01786_00021	84	0.321	RF01786
RF01786_00038	84	0.333	RF01786
RF01786_00047	84	0.345	RF01786
RF01786_00055	83	0.325	RF01786
RF01786_00058	86	0.360	RF01786
RF01786_00063	86	0.360	RF01786
RF01786_00084	87	0.678	RF01786
RF01786_00107	84	0.333	RF01786
RF01786_00139	86	0.337	RF01786
RF01786_00155	83	0.446	RF01786
RF01786_00160	82	0.415	RF01786
RF01786_00170	84	0.440	RF01786
RF01786_00181	86	0.581	RF01786
RF01786_00183	84	0.619	RF01786
RF01786_00196	86	0.558	RF01786
RF01786_00236	83	0.410	RF01786
RF01786_00237	85	0.506	RF01786
RF01786_00239	82	0.683	RF01786
RF01786_00257	84	0.702	RF01786
RF01786_00281	81	0.469	RF01786
RF01786_00287	99	0.606	RF01786
RF01786_00289	85	0.729	RF01786
RF01786_00294	101	0.564	RF01786
RF01786_00296	85	0.776	RF01786
RF01833_00000	55	0.509	RF01833
RF01833_00001	55	0.509	RF01833
RF01833_00002	55	0.509	RF01833
RF01833_00003	55	0.527	RF01833
RF01833_00004	55	0.527	RF01833
RF01833_00007	55	0.509	RF01833
RF01833_00008	55	0.509	RF01833
RF01833_00009	55	0.527	RF01833
RF01833_00010	55	0.527	RF01833
RF01833_00011	55	0.545	RF01833
RF01833_00012	55	0.545	RF01833
RF01833_00013	55	0.545	RF01833
RF01833_00014	55	0.545	RF01833
RF01833_00015	55	0.491	RF01833
RF01833_00016	55	0.582	RF01833
RF01833_00017	55	0.582	RF01833
RF01833_00018	55	0.582	RF01833
RF01833_00019	55	0.527	RF01833
RF01833_00020	55	0.527	RF01833
RF01833_00021	55	0.509	RF01833
RF01833_00023	55	0.527	RF01833
RF01833_00024	55	0.582	RF01833
RF01833_00025	55	0.618	RF01833
RF01833_00026	55	0.545	RF01833
RF01833_00027	55	0.545	RF01833
RF01848_00004	256	0.391	RF01848
RF01848_00007	256	0.387	RF01848
RF01848_00015	256	0.379	RF01848
RF01848_00020	227	0.515	RF01848
RF01848_00022	227	0.515	RF01848
RF01848_00026	227	0.515	RF01848
RF01848_00027	256	0.375	RF01848
RF01848_00029	256	0.387	RF01848
RF01848_00040	243	0.280	RF01848
RF01848_00044	191	0.471	RF01848
RF01848_00046	191	0.466	RF01848
RF01848_00050	192	0.453	RF01848
RF01848_00051	191	0.466	RF01848
RF01848_00056	203	0.438	RF01848
RF01848_00058	203	0.438	RF01848
RF01848_00068	203	0.458	RF01848
RF01848_00075	143	0.455	RF01848
RF01848_00078	143	0.476	RF01848
RF01848_00079	143	0.476	RF01848
RF01848_00080	143	0.476	RF01848
RF01848_00089	143	0.476	RF01848
RF01848_00091	172	0.477	RF01848
RF01848_00097	143	0.476	RF01848
RF01848_00100	267	0.521	RF01848
RF01848_00101	171	0.526	RF01848
RF01909_00001	150	0.507	RF01909
RF01909_00002	150	0.507	RF01909
RF01909_00004	150	0.507	RF01909
RF01909_00007	150	0.507	RF01909
RF01909_00008	150	0.507	RF01909
RF01909_00010	150	0.507	RF01909
RF01909_00014	150	0.460	RF01909
RF01909_00015	150	0.493	RF01909
RF01909_00017	150	0.507	RF01909
RF01909_00018	150	0.507	RF01909
RF01909_00024	150	0.447	RF01909
RF01909_00031	149	0.523	RF01909
RF01909_00032	149	0.523	RF01909
RF01909_00035	150	0.500	RF01909
RF01909_00037	150	0.487	RF01909
RF01909_00038	150	0.487	RF01909
RF01909_00039	150	0.500	RF01909
RF01909_00040	150	0.487	RF01909
RF01909_00041	150	0.460	RF01909
RF01909_00047	150	0.473	RF01909
RF01909_00048	150	0.473	RF01909
RF01909_00051	150	0.527	RF01909
RF01909_00054	153	0.529	RF01909
RF01909_00055	131	0.542	RF01909
RF01909_00056	132	0.500	RF01909
RF01929_00000	85	0.482	RF01929
RF01929_00001	85	0.482	RF01929
RF01929_00002	85	0.482	RF01929
RF01929_00003	85	0.471	RF01929
RF01929_00004	85	0.471	RF01929
RF01929_00005	85	0.482	RF01929
RF01929_00006	85	0.471	RF01929
RF01929_00008	85	0.482	RF01929
RF01929_00010	85	0.482	RF01929
RF01929_00011	85	0.471	RF01929
RF01929_00012	85	0.471	RF01929
RF01929_00013	85	0.471	RF01929
RF01929_00015	85	0.471	RF01929
RF01929_00016	85	0.471	RF01929
RF01929_00017	85	0.471	RF01929
RF01929_00018	85	0.471	RF01929
RF01929_00019	85	0.471	RF01929
RF01929_00020	85	0.471	RF01929
RF01929_00021	85	0.506	RF01929
RF01929_00022	90	0.478	RF01929
RF01929_00023	86	0.477	RF01929
RF01929_00024	81	0.469	RF01929
RF01929_00025	85	0.459	RF01929
RF01929_00026	98	0.500	RF01929
RF01929_00027	86	0.442	RF01929
RF01930_00000	91	0.516	RF01930
RF01930_00001	91	0.516	RF01930
RF01930_00002	91	0.516	RF01930
RF01930_00003	91	0.516	RF01930
RF01930_00004	91	0.516	RF01930
RF01930_00005	91	0.516	RF01930
RF01930_00006	91	0.516	RF01930
RF01930_00007	91	0.516	RF01930
RF01930_00008	91	0.516	RF01930
RF01930_00009	91	0.505	RF01930
