ID	Len	GC	Group
QRF00020_ABGA01305895.1	116	0.388	QRF00020
QRF00020_ABQO010085362.1	116	0.362	QRF00020
QRF00020_ABQO010297446.1	116	0.371	QRF00020
QRF00020_ABRN01315146.1	116	0.379	QRF00020
QRF00020_ABRP01094856.1	116	0.310	QRF00020
QRF00020_ABRR01365351.1	116	0.397	QRF00020
QRF00020_AC110235.13	116	0.388	QRF00020
QRF00020_AC112161.9	116	0.388	QRF00020
QRF00020_AC158704.3	116	0.353	QRF00020
QRF00020_ACFV01130189.1	116	0.397	QRF00020
QRF00020_ACIV010257408.1	117	0.393	QRF00020
QRF00020_ADFV01035777.1	116	0.397	QRF00020
QRF00020_AEHL01050432.1	116	0.397	QRF00020
QRF00020_AEHL01373907.1	116	0.397	QRF00020
QRF00020_AEKQ01184940.1	116	0.379	QRF00020
QRF00020_AEKR01165698.1	116	0.379	QRF00020
QRF00020_AEKR01283808.1	116	0.397	QRF00020
QRF00020_AEKR01350153.1	116	0.388	QRF00020
QRF00020_AEYP01008644.1	116	0.388	QRF00020
QRF00020_AFEY01068964.1	116	0.371	QRF00020
QRF00020_AFSB01215889.1	116	0.397	QRF00020
QRF00020_AFTD01018498.1	116	0.371	QRF00020
QRF00020_AFTD01122107.1	116	0.379	QRF00020
QRF00020_AGTP01003231.1	116	0.397	QRF00020
QRF00020_AGTP01006909.1	116	0.397	QRF00020
QRF00020_CAAA01018147.1	116	0.397	QRF00020
QRF00020_CAAA01177275.1	116	0.379	QRF00020
QRF00020_DAAA02009018.1	117	0.385	QRF00020
QRF00020_FJ916044.1	116	0.397	QRF00020
QRF00020_HM370554.1	116	0.371	QRF00020
QRF00020_M10336.1	116	0.397	QRF00020
QRF00023_ADBT01000188.1	363	0.526	QRF00023
QRF00023_ADTQ01000184.1	363	0.526	QRF00023
QRF00023_ADUS01000034.1	363	0.526	QRF00023
QRF00023_AFAF01000014.1	363	0.526	QRF00023
QRF00023_AFAG01000033.1	363	0.526	QRF00023
QRF00023_AGTH01000033.1	363	0.529	QRF00023
QRF00023_AGTI01000029.1	363	0.529	QRF00023
QRF00023_AGTJ01000345.1	363	0.529	QRF00023
QRF00023_AGTK01000236.1	363	0.529	QRF00023
QRF00023_AJ304858.2	363	0.529	QRF00023
QRF00023_AM946981.2	363	0.526	QRF00023
QRF00023_AP009048.1	363	0.529	QRF00023
QRF00023_AP009240.1	363	0.529	QRF00023
QRF00023_AP009378.1	363	0.529	QRF00023
QRF00023_AP010953.1	363	0.529	QRF00023
QRF00023_AP010958.1	363	0.529	QRF00023
QRF00023_AP010960.1	363	0.529	QRF00023
QRF00023_AP012030.1	363	0.529	QRF00023
QRF00023_BAAV01002786.1	363	0.529	QRF00023
QRF00023_CADZ01000057.1	363	0.529	QRF00023
QRF00023_CAFL01000074.1	363	0.529	QRF00023
QRF00023_CP000038.1	363	0.529	QRF00023
QRF00023_CP000243.1	363	0.529	QRF00023
QRF00023_CP000802.1	363	0.529	QRF00023
QRF00023_CP000819.1	363	0.526	QRF00023
QRF00023_CP000948.1	363	0.529	QRF00023
QRF00023_CP000970.1	363	0.529	QRF00023
QRF00023_CP001383.1	363	0.529	QRF00023
QRF00023_CP001396.1	363	0.529	QRF00023
QRF00023_CP001509.3	363	0.526	QRF00023
QRF00023_CP001637.1	363	0.529	QRF00023
QRF00023_CP001665.1	363	0.526	QRF00023
QRF00023_CP001671.1	363	0.529	QRF00023
QRF00023_CP001855.1	363	0.529	QRF00023
QRF00023_CP001969.1	363	0.529	QRF00023
QRF00023_CP002167.1	363	0.529	QRF00023
QRF00023_CP002185.1	363	0.529	QRF00023
QRF00023_CP002211.1	363	0.529	QRF00023
QRF00023_CP002212.1	363	0.529	QRF00023
QRF00023_CP002516.1	363	0.529	QRF00023
QRF00023_CP002729.1	363	0.529	QRF00023
QRF00023_CP002797.2	363	0.529	QRF00023
QRF00023_CP003034.1	363	0.529	QRF00023
QRF00023_CU651637.1	363	0.529	QRF00023
QRF00023_CU928158.2	363	0.529	QRF00023
QRF00023_CU928161.2	363	0.529	QRF00023
QRF00023_CU928162.2	363	0.529	QRF00023
QRF00023_FN543093.2	364	0.538	QRF00023
QRF00023_FN649414.1	363	0.529	QRF00023
QRF00023_U36840.1	363	0.529	QRF00023
QRF00026_AAQA01000077.1	104	0.404	QRF00026
QRF00026_AARH01003818.1	103	0.437	QRF00026
QRF00026_AARH01022938.1	103	0.437	QRF00026
QRF00026_ABEU01003366.1	103	0.437	QRF00026
QRF00026_ABEU01005428.1	103	0.447	QRF00026
QRF00026_ABEU01006819.1	103	0.437	QRF00026
QRF00026_ABEU01015882.1	103	0.437	QRF00026
QRF00026_ABXC01001298.1	103	0.437	QRF00026
QRF00026_ABXC01008816.1	103	0.437	QRF00026
QRF00026_ACUP01005062.1	103	0.456	QRF00026
QRF00026_ACUP01008700.1	103	0.456	QRF00026
QRF00026_ACUP01009328.1	103	0.456	QRF00026
QRF00026_ADBU01000016.1	104	0.394	QRF00026
QRF00026_ADBU01001053.1	104	0.404	QRF00026
QRF00026_ADBV01005841.1	104	0.404	QRF00026
QRF00026_AEUI01001389.1	104	0.404	QRF00026
QRF00026_AEUI01003457.1	104	0.404	QRF00026
QRF00026_AEUI01024333.1	104	0.404	QRF00026
QRF00026_AEWC01031743.1	103	0.456	QRF00026
QRF00026_AFNB01014589.1	103	0.456	QRF00026
QRF00026_AFNB01021358.1	103	0.456	QRF00026
QRF00026_AFNB01022200.1	103	0.456	QRF00026
QRF00026_AFNC01012913.1	103	0.456	QRF00026
QRF00026_AFNC01017690.1	103	0.456	QRF00026
QRF00026_AFNC01020437.1	103	0.456	QRF00026
QRF00026_AFNC01026255.1	103	0.456	QRF00026
QRF00026_AFNC01027550.1	103	0.456	QRF00026
QRF00026_AFSQ01006397.1	103	0.456	QRF00026
QRF00026_AFSQ01008476.1	103	0.447	QRF00026
QRF00026_AFSQ01012374.1	103	0.456	QRF00026
QRF00026_AFSQ01012588.1	103	0.456	QRF00026
QRF00026_AFSQ01012589.1	103	0.456	QRF00026
QRF00026_AFSQ01019073.1	103	0.456	QRF00026
QRF00026_AFSQ01028272.1	103	0.456	QRF00026
QRF00026_AFSQ01028465.1	103	0.456	QRF00026
QRF00026_AL035602.1	103	0.456	QRF00026
QRF00026_AL161496.2	103	0.456	QRF00026
QRF00026_AL161571.2	103	0.456	QRF00026
QRF00026_BABX01089301.1	103	0.447	QRF00026
QRF00026_CP002686.1	103	0.456	QRF00026
QRF00026_CP002687.1	103	0.456	QRF00026
QRF00026_CP002688.1	103	0.456	QRF00026
QRF00026_GU571158.1	103	0.456	QRF00026
QRF00026_X52527.1	103	0.456	QRF00026
QRF00026_X52528.1	103	0.456	QRF00026
QRF00026_X52529.1	103	0.456	QRF00026
QRF00050_AAPS01000004.1	141	0.539	QRF00050
QRF00050_AARH01024609.1	145	0.441	QRF00050
QRF00050_AAWQ01000010.1	141	0.546	QRF00050
QRF00050_AAYF01000001.1	150	0.440	QRF00050
QRF00050_ABAZ01000444.1	150	0.447	QRF00050
QRF00050_ABRI01000031.1	150	0.447	QRF00050
QRF00050_ABYY01000007.1	148	0.446	QRF00050
QRF00050_ACFM01000002.1	141	0.539	QRF00050
QRF00050_ACFN01000040.1	141	0.546	QRF00050
QRF00050_ACFO01000050.1	141	0.539	QRF00050
QRF00050_ACKB01000094.1	141	0.539	QRF00050
QRF00050_ACQI01002731.1	144	0.556	QRF00050
QRF00050_ACZB01000034.1	141	0.539	QRF00050
QRF00050_ACZC01000060.1	141	0.553	QRF00050
QRF00050_ACZN01000018.1	143	0.531	QRF00050
QRF00050_AEIU01000108.1	139	0.532	QRF00050
QRF00050_AEQS01000024.1	143	0.531	QRF00050
QRF00050_AFAJ01000050.1	141	0.553	QRF00050
QRF00050_AFBW01000024.1	141	0.546	QRF00050
QRF00050_AFPQ01001098.1	147	0.585	QRF00050
QRF00050_AFRR01000158.1	156	0.436	QRF00050
QRF00050_AFRS01000089.1	156	0.436	QRF00050
QRF00050_AFWD01000032.1	142	0.521	QRF00050
QRF00050_AFWE01000213.1	142	0.521	QRF00050
QRF00050_AFWF01000281.1	142	0.528	QRF00050
QRF00050_AFWI01000167.1	148	0.541	QRF00050
QRF00050_AGIE01000029.1	141	0.553	QRF00050
QRF00050_AJ749949.2	150	0.447	QRF00050
QRF00050_AM233362.1	150	0.447	QRF00050
QRF00050_AM286280.1	150	0.447	QRF00050
QRF00050_BA000032.2	141	0.539	QRF00050
QRF00050_BA000038.2	141	0.567	QRF00050
QRF00050_BK006741.1	150	0.447	QRF00050
QRF00050_CP000436.1	145	0.441	QRF00050
QRF00050_CP000437.1	150	0.447	QRF00050
QRF00050_CP000608.1	150	0.447	QRF00050
QRF00050_CP000790.1	141	0.553	QRF00050
QRF00050_CP000803.1	150	0.447	QRF00050
QRF00050_CP000915.1	150	0.447	QRF00050
QRF00050_CP000947.1	145	0.441	QRF00050
QRF00050_CP001633.1	150	0.447	QRF00050
QRF00050_CP001806.1	140	0.543	QRF00050
QRF00050_CP001982.1	143	0.476	QRF00050
QRF00050_CP001983.1	143	0.483	QRF00050
QRF00050_CP002470.1	141	0.567	QRF00050
QRF00050_CP002872.1	148	0.446	QRF00050
QRF00050_CP003017.1	143	0.476	QRF00050
QRF00050_CP003022.1	156	0.436	QRF00050
QRF00050_FN392235.1	149	0.570	QRF00050
QRF00050_FP236842.1	149	0.570	QRF00050
QRF00162_AARL02000771.1	107	0.449	QRF00162
QRF00162_ABQK01000005.1	118	0.500	QRF00162
QRF00162_ABQL01000005.1	118	0.500	QRF00162
QRF00162_ABQM01000007.1	118	0.500	QRF00162
QRF00162_ABQN01000007.1	118	0.500	QRF00162
QRF00162_ABRX01000001.1	119	0.445	QRF00162
QRF00162_ACML01000201.1	113	0.389	QRF00162
QRF00162_ACWC01000005.1	112	0.482	QRF00162
QRF00162_ACWD01000002.1	107	0.523	QRF00162
QRF00162_ADGO01002641.1	104	0.548	QRF00162
QRF00162_ADGO01109370.1	107	0.495	QRF00162
QRF00162_ADGO01179433.1	114	0.456	QRF00162
QRF00162_ADGS01000027.1	118	0.492	QRF00162
QRF00162_ADJR01000012.1	105	0.448	QRF00162
QRF00162_ADMN01000066.1	102	0.500	QRF00162
QRF00162_ADXJ01000728.1	107	0.449	QRF00162
QRF00162_ADXK01000837.1	107	0.449	QRF00162
QRF00162_AEFM01000010.1	123	0.472	QRF00162
QRF00162_AEFO01000033.1	123	0.472	QRF00162
QRF00162_AEFP01000007.1	123	0.472	QRF00162
QRF00162_AEFQ01000012.1	123	0.472	QRF00162
QRF00162_AEFR01000024.1	123	0.472	QRF00162
QRF00162_AEFS01000009.1	123	0.472	QRF00162
QRF00162_AEFT01000003.1	123	0.472	QRF00162
QRF00162_AEFU01000032.1	123	0.472	QRF00162
QRF00162_AEFV01000022.1	123	0.472	QRF00162
QRF00162_AEFW01000007.1	123	0.472	QRF00162
QRF00162_AEFX01000007.1	123	0.472	QRF00162
QRF00162_AEFY01000010.1	123	0.472	QRF00162
QRF00162_AEHM01000033.1	119	0.496	QRF00162
QRF00162_AEXQ01000020.1	102	0.500	QRF00162
QRF00162_AFRV01000004.1	102	0.441	QRF00162
QRF00162_AGBY01000018.1	119	0.454	QRF00162
QRF00162_AGFW01000009.1	118	0.500	QRF00162
QRF00162_AGHO01000382.1	114	0.386	QRF00162
QRF00162_AL009126.3	118	0.500	QRF00162
QRF00162_CP000002.3	112	0.482	QRF00162
QRF00162_CP000141.1	105	0.524	QRF00162
QRF00162_CP000817.1	106	0.443	QRF00162
QRF00162_CP001098.1	106	0.509	QRF00162
QRF00162_CP001666.1	101	0.495	QRF00162
QRF00162_CP001982.1	107	0.495	QRF00162
QRF00162_CP001983.1	107	0.486	QRF00162
QRF00162_CP002183.1	118	0.492	QRF00162
QRF00162_CP002207.1	123	0.472	QRF00162
QRF00162_CP002468.1	118	0.500	QRF00162
QRF00162_CP002905.1	118	0.500	QRF00162
QRF00162_CP002906.1	118	0.500	QRF00162
QRF00162_CP003017.1	107	0.486	QRF00162
QRF00162_FN557490.1	107	0.449	QRF00162
QRF00167_AAML04000003.1	102	0.304	QRF00167
QRF00167_ABEZ02000013.1	102	0.294	QRF00167
QRF00167_ABFD02000003.1	102	0.304	QRF00167
QRF00167_ABHD02000006.1	102	0.304	QRF00167
QRF00167_ABHE02000004.1	102	0.304	QRF00167
QRF00167_ABHF02000006.1	102	0.304	QRF00167
